Generated by gPROMS FuelCell 2.1.0
Thu May 08 22:11:14 CST 2025

Case:     Flowsheet_20250417_202415
Variable: Flowsheet.stack.active_cells.CELLS_2D(1).MEA(1).anode_catalyst.temperature [K]

Fixed domains:
    Time = 33.0

"Axial L","Axial",,,,,,,,,,
,"0.0","0.1","0.2","0.3","0.4","0.5","0.6","0.7","0.8","0.9","1.0"
"0.0","331.10605","331.10495","331.10382","331.10272","331.1016","331.10046","331.0993","331.09818","331.09702","331.09586","331.0947"
"0.064425625","329.75406","329.75327","329.75247","329.75165","329.75085","329.75003","329.7492","329.7484","329.7476","329.74677","329.74594"
"0.14311525","328.1063","328.10583","328.10538","328.1049","328.10443","328.10394","328.10345","328.103","328.1025","328.10202","328.10153"
"0.239227","327.85233","327.85214","327.85196","327.85178","327.85162","327.85144","327.85126","327.85107","327.8509","327.8507","327.85052"
"0.35661814","328.1226","328.12256","328.1225","328.12247","328.1224","328.12238","328.1223","328.12228","328.12222","328.1222","328.12213"
"0.5","328.1105","328.1105","328.1105","328.1105","328.11047","328.11047","328.11047","328.11047","328.11047","328.11044","328.11044"
"0.64338183","327.6102","327.61017","327.61017","327.61017","327.61014","327.61014","327.61014","327.6101","327.6101","327.6101","327.61008"
"0.760773","326.93735","326.93735","326.93732","326.93732","326.9373","326.9373","326.93726","326.93726","326.93723","326.93723","326.93723"
"0.8568847","326.2304","326.2304","326.2304","326.23044","326.23044","326.23044","326.23044","326.23044","326.23044","326.23044","326.23044"
"0.93557435","325.67218","325.67218","325.67218","325.67218","325.67218","325.67218","325.67218","325.67218","325.67218","325.67218","325.67218"
"1.0","325.85443","325.8546","325.8548","325.85498","325.85516","325.85535","325.85553","325.8557","325.8559","325.85608","325.85626"
