Generated by gPROMS FuelCell 2.1.0
Sat May 10 17:26:45 CST 2025

Case:     Flowsheet_20250417_202415
Variable: Flowsheet.stack.active_cells.CELLS_2D(1).MEA(1).anode_catalyst.energy_accumulation [kJ/m³]

Fixed domains:
    Time = 33.0

"Axial L","Axial",,,,,,,,,,
,"0.0","0.1","0.2","0.3","0.4","0.5","0.6","0.7","0.8","0.9","1.0"
"0.0","391347.47","391349.0","391350.2","391351.1","391351.72","391352.06","391352.12","391351.84","391351.22","391350.25","391348.8"
"0.064425625","396493.84","396489.78","396486.06","396482.6","396479.34","396476.34","396473.53","396470.97","396468.66","396466.7","396465.12"
"0.14311525","402476.94","402475.12","402473.38","402471.62","402469.9","402468.16","402466.38","402464.6","402462.78","402460.97","402459.12"
"0.239227","406400.44","406396.8","406393.34","406390.0","406386.7","406383.38","406380.06","406376.7","406373.25","406369.78","406366.28"
"0.35661814","408348.06","408343.47","408338.9","408334.28","408329.53","408324.56","408319.34","408313.88","408308.06","408301.9","408295.4"
"0.5","409748.72","409744.34","409739.78","409734.9","409729.7","409724.0","409717.8","409711.1","409703.78","409695.84","409687.25"
"0.64338183","410103.22","410100.47","410097.56","410094.4","410090.97","410087.1","410082.78","410077.94","410072.5","410066.4","410059.56"
"0.760773","409000.62","408999.2","408997.97","408996.9","408995.97","408995.22","408994.56","408994.03","408993.62","408993.38","408993.25"
"0.8568847","407729.66","407728.8","407728.1","407727.5","407727.0","407726.6","407726.28","407726.0","407725.8","407725.72","407725.7"
"0.93557435","407196.47","407197.1","407197.66","407198.2","407198.62","407199.06","407199.44","407199.75","407200.0","407200.16","407200.22"
"1.0","384742.4","384744.62","384746.53","384748.2","384749.62","384750.88","384751.94","384752.88","384753.62","384754.25","384754.7"
